;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Median Age;Coastal Locations
668;Porto, Porto;220.000;3.0;2.0;106.0;106.0;;;Not available;True;False;True;True;47;True
669;Algés, Oeiras;255.000;1.0;1.0;50.0;51.0;;;Not available;True;False;False;False;46,5;False
670;Senhora da Hora, Matosinhos;195.000;0.0;2.0;40.0;60.0;1.0;4.0;Energy Performance Certificate;False;False;True;False;47,5;False
671;Malveira, Mafra;295.000;3.0;2.0;152.0;186.0;2.0;;Not available;True;False;False;False;43,8;False
672;Hospital, Santarém;255.000;4.0;2.0;126.0;126.0;;;Not available;True;False;False;False;48,3;False
673;Loures, Loures;420.000;2.0;2.0;100.0;100.0;1.0;7.0;Energy Performance Certificate;False;False;False;False;44,6;False
674;S.Cosme, Gondomar;153.500;1.0;1.0;71.0;95.0;1.0;2.0;Not available;True;False;True;False;47,1;False
675;Costa da Caparica, Setúbal;270.000;1.0;1.0;55.0;55.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;46,6;True
676;Parque das Nações - Expo Sul, Lisboa;2.800.000;3.0;3.0;184.0;337.0;4.0;16.0;Energy Performance Certificate;False;True;True;True;44,8;False
677;Alfragide, Lisboa;258.000;2.0;1.0;77.0;83.0;1.0;1.0;Not available;True;True;True;True;44,8;False
678;Jardins do Cristo Rei, Loures;885.000;4.0;3.0;145.0;219.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;44,6;False
679;Boavista, Porto;570.000;5.0;3.0;183.0;188.0;2.0;6.0;Not available;True;False;True;True;47;True
680;Forte da Casa, Vila Franca de Xira;269.000;3.0;2.0;94.0;94.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;44,1;False
681;Leça do Balio, Matosinhos;367.000;4.0;3.0;151.0;151.0;2.0;2.0;Energy Performance Certificate;False;False;True;False;47,5;False
682;Odivelas Centro, Odivelas;210.000;3.0;1.0;80.0;82.0;0.0;3.0;Not available;True;False;False;False;43,7;False
683;Santa Cruz, Ilha da Madeira;205.000;2.0;2.0;;;;;Not available;True;False;False;False;43,7;False
684;Ponta Delgada (São Pedro), Ilha de São Miguel;760.000;3.0;4.0;171.0;171.0;2.0;3.0;Not available;True;False;False;False;42,2;False
685;São Mamede de Infesta e Senhora da Hora, Porto;170.000;2.0;2.0;77.0;92.0;;;Not available;True;False;True;True;47;True
686;Grândola e Santa Margarida da Serra, Setúbal;350.000;4.0;2.0;117.0;117.0;;;Not available;True;False;True;True;46,6;False
687;Fânzeres e São Pedro da Cova, Porto;Under Consultation;2.0;1.0;83.0;90.0;;;Not available;True;False;True;True;47;True
688;Rinchoa, Sintra;200.000;2.0;1.0;90.0;112.0;;;Not available;True;False;False;False;43,7;False
689;Damaia de Cima, Amadora;220.000;2.0;1.0;80.0;85.0;;;Not available;True;False;True;True;44,1;False
690;Pombal, Leiria;Under Consultation;3.0;3.0;229.0;277.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;46,4;False
691;Águas Livres, Lisboa;210.000;2.0;1.0;66.0;71.0;;;Not available;True;True;True;True;44,8;False
692;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;150.000;3.0;2.0;75.0;75.0;1.0;2.0;Not available;True;False;False;False;52,8;False
693;Ranhados, Viseu;130.000;2.0;1.0;88.0;88.0;;;Not available;True;False;False;False;46,9;False
694;Pombal, Leiria;185.000;2.0;2.0;102.0;127.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;46,4;False
695;Venteira, Amadora;189.000;1.0;1.0;45.0;55.0;;;Not available;True;False;True;True;44,1;False
696;Marvila, Lisboa;Sob Consulta;3.0;4.0;473.0;473.0;3.0;4.0;Not available;False;True;True;True;44,8;False
697;Póvoa de Santa Iria e Forte Da Casa, Vila Franca de Xira;319.990;3.0;2.0;162.0;162.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;44,1;False
698;Pombal, Leiria;260.000;3.0;2.0;130.0;160.0;2.0;1.0;Not available;False;False;False;False;46,4;False
699;Quelfes, Faro;250.000;2.0;2.0;81.0;95.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;45,7;True
700;Pombal, Leiria;305.000;3.0;2.0;131.0;157.0;2.0;1.0;Energy Performance Certificate;False;False;False;False;46,4;False
701;Corroios Centro, Seixal;175.000;1.0;1.0;61.0;66.0;;;Not available;True;False;False;False;44,9;False
702;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;598.000;3.0;2.0;135.0;171.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;44,8;False
703;Santa Marinha e São Pedro da Afurada, Porto;355.000;2.0;2.0;86.0;107.0;1.0;4.0;Not available;True;False;True;True;47;True
704;Odivelas, Lisboa;460.000;3.0;2.0;102.0;112.0;2.0;7.0;Energy Performance Certificate;False;True;True;True;44,8;False
705;Castelos, Porto;257.000;3.0;2.0;80.0;88.0;0.0;2.0;Not available;True;False;True;True;47;True
706;Cedofeita, Porto;188.000;0.0;1.0;35.0;35.0;0.0;2.0;Not available;True;False;True;True;47;True
707;Vilamoura, Loulé;10.800;1.0;1.0;50.0;50.0;0.0;;Not available;True;False;False;False;46,9;False
708;Alfornelos, Amadora;245.000;2.0;1.0;68.0;;;;Not available;True;False;True;True;44,1;False
709;Mafamude e Vilar do Paraíso, Vila Nova de Gaia;250.000;3.0;3.0;173.0;218.0;2.0;3.0;Not available;True;False;True;True;46,8;False
710;Estômbar e Parchal, Faro;189.000;2.0;1.0;77.0;113.0;;;Not available;True;False;False;False;45,7;True
711;Júlio Dinis, Porto;325.000;2.0;1.0;80.0;122.0;1.0;5.0;Energy Performance Certificate;False;False;True;True;47;True
712;Corroios, Seixal;167.000;3.0;1.0;95.0;95.0;;;Not available;True;False;False;False;44,9;False
713;Santa Maria Maior, Viana do Castelo;213.500;0.0;1.0;64.0;64.0;;;Not available;True;False;False;False;48,8;True
714;Celas, Coimbra;260.000;3.0;2.0;;;;;Not available;True;False;False;True;48,3;False
715;Telheiras, Lisboa;390.000;2.0;1.0;99.0;110.0;1.0;;Not available;True;True;True;True;44,8;False
716;Montijo e Afonsoeiro, Setúbal;190.000;3.0;2.0;84.0;99.0;;;Not available;True;False;True;True;42,6;False
717;Sátão, Sátão;Under Consultation;3.0;2.0;137.0;153.0;;;Not available;True;False;False;False;52,1;False
718;Arca d´ Água, Porto;210.000;1.0;1.0;73.0;76.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;47;True
719;Centro Histórico, Santarém;295.000;3.0;2.0;203.0;203.0;;;Not available;True;False;False;False;48,3;False
720;Celas, Coimbra;250.000;2.0;1.0;53.0;58.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;48,3;False
721;Arroios, Lisboa;395.000;;1.0;;;0.0;;Not available;True;True;True;True;44,8;False
722;Vilamoura, Loulé;310.000;1.0;1.0;57.0;74.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;46,9;False
723;Braga (São Vítor), Braga;210.000;2.0;1.0;69.0;69.0;1.0;1.0;Energy Performance Certificate;False;False;False;True;44,4;False
724;Paços de Ferreira, Porto;Under Consultation;0.0;1.0;;;;;Not available;True;False;True;True;47;True
725;Amadora, Amadora;189.000;2.0;1.0;81.0;91.0;;;Not available;True;False;True;True;44,1;False
726;Paços de Ferreira, Porto;Under Consultation;0.0;1.0;;;;;Not available;True;False;True;True;47;True
727;Alto de Algés, Oeiras;985.000;3.0;2.0;135.0;220.0;2.0;0.0;Energy Performance Certificate;False;False;False;False;46,5;False
728;Igreja da Memória, Lisboa;360.000;3.0;2.0;64.0;94.0;0.0;0.0;Not available;True;True;True;True;44,8;False
729;Metro do Heroísmo, Porto;528.000;2.0;2.0;68.0;279.0;2.0;3.0;Not available;True;False;True;True;47;True
730;Metro do Heroísmo, Porto;416.800;2.0;2.0;74.0;123.0;2.0;3.0;Not available;True;False;True;True;47;True
731;Metro do Heroísmo, Porto;311.600;1.0;1.0;68.0;88.0;1.0;3.0;Not available;True;False;True;True;47;True
732;Metro do Heroísmo, Porto;253.900;1.0;1.0;53.0;74.0;1.0;3.0;Not available;True;False;True;True;47;True
733;Metro do Heroísmo, Porto;302.000;1.0;1.0;57.0;90.0;1.0;2.0;Not available;True;False;True;True;47;True
734;Tavira, Tavira;295.000;2.0;1.0;70.0;85.0;;;Not available;True;False;False;False;51,2;True
735;Espinho, Aveiro;225.000;2.0;2.0;90.0;90.0;1.0;1.0;Not available;True;False;False;False;51,1;True
736;Nossa Senhora das Misericórdias, Santarém;148.000;3.0;2.0;125.0;139.0;2.0;0.0;Energy Performance Certificate;False;False;False;False;48,3;False
737;Carvalhido, Porto;Under Consultation;3.0;2.0;90.0;93.0;;;Not available;True;False;True;True;47;True
738;Alto das Vinhas Grandes, Montijo;195.500;2.0;1.0;85.0;92.0;;;Not available;True;False;False;False;42,6;False
739;Montijo e Afonsoeiro, Setúbal;165.000;2.0;1.0;66.0;80.0;;;Not available;True;False;True;True;42,6;False
740;Alvor, Portimão;215.000;1.0;1.0;55.0;61.0;1.0;0.0;Not available;True;False;False;False;45,5;True
741;Quarteira, Loulé;347.500;3.0;2.0;109.0;145.0;1.0;2.0;Not available;False;False;False;False;46,9;False
742;Paços de Ferreira, Porto;Under Consultation;2.0;1.0;76.0;76.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;47;True
743;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;154.900;2.0;1.0;60.0;65.0;;;Not available;True;False;False;False;52,8;False
744;Tarouca e Dálvares, Viseu;120.000;3.0;3.0;123.0;137.0;;;Not available;True;False;False;False;49,4;False
745;Santa Maria Maior, Vila Real;Under Consultation;3.0;2.0;100.0;115.0;;;Not available;True;False;False;False;48,5;False
746;Ermesinde, Porto;Under Consultation;3.0;2.0;107.0;121.0;1.0;3.0;Not available;True;False;True;True;47;True
747;Paços de Ferreira, Porto;Under Consultation;0.0;1.0;45.0;45.0;1.0;1.0;Not available;False;False;True;True;47;True
748;Paços de Ferreira, Porto;Under Consultation;0.0;1.0;46.0;46.0;1.0;1.0;Not available;False;False;True;True;47;True
749;Alfena, Porto;207.500;3.0;3.0;105.0;148.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;47;True
750;Paços de Ferreira, Porto;Under Consultation;2.0;1.0;79.0;79.0;1.0;1.0;Not available;False;False;True;True;47;True
751;Paços de Ferreira, Porto;Under Consultation;2.0;1.0;81.0;81.0;1.0;2.0;Not available;False;False;True;True;47;True
752;Paços de Ferreira, Porto;Under Consultation;2.0;1.0;86.0;86.0;1.0;2.0;Not available;False;False;True;True;47;True
753;Viso Sul, Viseu;315.000;4.0;3.0;187.0;220.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;46,9;False
754;Viso Sul, Viseu;315.000;4.0;3.0;187.0;220.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;46,9;False
755;Abraveses, Viseu;135.000;3.0;2.0;76.0;100.0;;;Not available;True;False;False;False;46,9;False
756;Viso Sul, Viseu;235.000;3.0;2.0;116.0;175.0;1.0;2.0;Not available;True;False;False;False;46,9;False
757;Olivais, Lisboa;589.000;2.0;2.0;76.0;76.0;1.0;10.0;Energy Performance Certificate;False;True;True;True;44,8;False
758;Viso Sul, Viseu;235.000;3.0;2.0;116.0;148.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;46,9;False
759;Ermesinde, Valongo;295.000;2.0;2.0;120.0;140.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;45,1;False
760;Viso Sul, Viseu;230.000;3.0;2.0;116.0;162.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;46,9;False
761;Viso Sul, Viseu;230.000;3.0;2.0;116.0;162.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;46,9;False
762;Paredes, Porto;286.000;3.0;2.0;133.0;133.0;2.0;2.0;Not available;True;False;True;True;44,3;True
763;Olaias, Lisboa;800.000;3.0;2.0;190.0;190.0;5.0;7.0;Energy Performance Certificate;False;True;True;True;44,8;False
764;Mãe de Deus, Santa Cruz;210.000;2.0;2.0;83.0;105.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;43,7;False
765;Torres Novas (Santa Maria, Salvador e Santiago), Santarém;170.000;3.0;2.0;124.0;137.0;2.0;0.0;Not available;True;False;False;False;50,2;False
766;Esmoriz, Aveiro;155.000;2.0;1.0;80.0;118.0;1.0;2.0;Not available;False;False;False;False;45,5;True
767;Torre da Marinha, Seixal;Under Consultation;3.0;2.0;103.0;112.0;;;Not available;True;False;False;False;44,9;False
768;Campolide, Lisboa;395.000;2.0;1.0;75.0;82.0;0.0;2.0;Energy Performance Certificate;False;True;True;True;44,8;False
769;Alvalade, Lisboa;1.188.000;5.0;4.0;254.0;264.0;;;Not available;True;True;True;True;44,8;False
770;Costa, Braga;350.000;4.0;3.0;134.0;147.0;4.0;4.0;Energy Performance Certificate;False;False;False;True;44,4;False
771;Parque das Nações - Expo Norte, Lisboa;465.000;2.0;2.0;79.0;79.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;44,8;False
772;Pinheiro Manso, Porto;636.000;4.0;3.0;174.0;203.0;2.0;;Not available;True;False;True;True;47;True
773;Amorosa, Viana do Castelo;125.000;1.0;1.0;64.0;71.0;;;Not available;True;False;False;False;48,8;True
774;Boavista, Porto;199.000;1.0;1.0;57.0;57.0;0.0;3.0;Energy Performance Certificate;False;False;True;True;47;True
775;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;890.000;3.0;2.0;110.0;150.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;44,8;False
776;Damaia de Cima, Amadora;295.000;4.0;2.0;107.0;112.0;;;Not available;True;False;True;True;44,1;False
777;Olivais, Lisboa;415.000;4.0;1.0;110.0;110.0;;;Not available;True;True;True;True;44,8;False
778;Aldeia de Joanes, Fundão;87.500;3.0;1.0;120.0;120.0;0.0;3.0;Not available;True;False;False;False;53,6;False
779;Quinta das Lágrimas / Quinta da Varzea, Coimbra;393.000;3.0;3.0;119.0;136.0;2.0;2.0;Not available;True;False;False;True;48,3;False
780;Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra;185.000;4.0;2.0;70.0;70.0;;;Not available;True;False;False;True;48,3;False
781;Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal;195.000;2.0;1.0;78.0;78.0;;;Not available;True;False;True;True;46,3;False
782;Algueirão-Mem Martins, Lisboa;199.000;1.0;2.0;;;;;Not available;True;True;True;True;44,8;False
783;Alhos Vedros / Agrup. Escolas, Moita;225.000;2.0;1.0;95.0;152.0;1.0;0.0;Not available;True;False;False;False;45;False
784;Alvor, Portimão;185.000;1.0;1.0;54.0;59.0;;;Not available;True;False;False;False;45,5;True
785;Rio Tinto, Porto;215.000;2.0;2.0;118.0;118.0;1.0;4.0;Energy Performance Certificate;False;False;True;True;47;True
786;Centro, Viseu;Under Consultation;4.0;3.0;97.0;126.0;;;Not available;True;False;False;False;46,9;False
787;São João da Madeira, Aveiro;169.000;2.0;2.0;112.0;112.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;47;True
788;Portimão Centro, Portimão;107.000;0.0;1.0;31.0;35.0;;;Not available;True;False;False;False;45,5;True
789;Matadouro, Figueira da Foz;189.000;2.0;2.0;92.0;92.0;0.0;;Not available;True;False;False;False;50,9;True
790;Cavalinha, Olhão;147.500;2.0;1.0;55.0;69.0;;;Not available;True;False;False;False;46,2;True
791;Cristelos, Boim e Ordem, Porto;165.000;3.0;2.0;120.0;142.0;1.0;1.0;Not available;True;False;True;True;47;True
792;Arroios, Lisboa;375.000;4.0;1.0;81.0;90.0;;;Not available;True;True;True;True;44,8;False
793;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;140.000;3.0;2.0;100.0;100.0;;;Not available;True;False;False;False;52,8;False
794;Macieira de Cambra, Aveiro;145.000;3.0;2.0;130.0;130.0;1.0;1.0;Not available;True;False;False;False;45,5;True
795;Rio Tinto - Forno, Gondomar;190.000;3.0;2.0;85.0;107.0;1.0;1.0;Not available;True;False;True;False;47,1;False
796;Santo António dos Olivais, Coimbra;375.000;3.0;2.0;100.0;120.0;2.0;0.0;Not available;True;False;False;True;48,3;False
797;Bairro Catroga e Gaio, Abrantes;Under Consultation;2.0;1.0;85.0;85.0;1.0;-1.0;Not available;True;False;False;False;53,4;False
798;São Lourenço do Bairro, Aveiro;Under Consultation;1.0;1.0;65.0;75.0;1.0;;Not available;True;False;False;False;45,5;True
799;ERA Palmela Azeitao, Moita;120.000;1.0;1.0;49.0;55.0;;;Not available;True;False;False;False;45;False
800;Almada, Almada;185.000;3.0;1.0;73.0;88.0;;;Not available;True;False;True;False;46,3;False
801;Viseu, Viseu;135.000;1.0;1.0;50.0;60.0;;;Not available;True;False;False;False;46,9;False
802;Abraveses, Viseu;175.000;3.0;2.0;98.0;122.0;;;Not available;True;False;False;False;46,9;False
803;Prelada, Porto;469.000;3.0;3.0;142.0;186.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;47;True
804;Rio Tinto, Porto;Under Consultation;1.0;1.0;67.0;89.0;1.0;1.0;Not available;True;False;True;True;47;True
805;Minde, Santarém;125.000;2.0;1.0;103.0;115.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;48,3;False
806;Porto, Porto;260.000;1.0;1.0;50.0;50.0;;;Not available;True;False;True;True;47;True
807;Bairro da Coopalme, Sintra;157.500;2.0;1.0;56.0;71.0;;;Not available;True;False;False;False;43,7;False
808;Alto do Seixalinho / Escavadeira, Barreiro;179.000;2.0;1.0;93.0;93.0;;;Not available;True;False;False;False;47;False
809;Montijo e Afonsoeiro, Setúbal;135.000;2.0;1.0;66.0;80.0;;;Not available;True;False;True;True;42,6;False
810;Laranjeiro, Almada;150.000;2.0;1.0;69.0;76.0;;;Not available;True;False;True;False;46,3;False
811;Albufeira e Olhos de Água, Faro;169.500;1.0;1.0;56.0;63.0;0.0;1.0;Not available;True;False;False;False;44,4;True
812;Arca d´ Água, Porto;240.000;1.0;1.0;42.0;42.0;1.0;0.0;Energy Performance Certificate;False;False;True;True;47;True
813;Aires, Palmela;319.000;4.0;2.0;140.0;138.0;4.0;0.0;Not available;True;False;False;False;45,3;False
814;St.º António da Caparica, Almada;260.000;3.0;2.0;81.0;81.0;;;Not available;True;False;True;False;46,3;False
815;Olhão Norte, Olhão;195.000;3.0;2.0;96.0;107.0;;;Not available;True;False;False;False;46,2;True
816;Rio Tinto, Porto;Under Consultation;3.0;2.0;125.0;152.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;47;True
817;Vau, Leiria;635.000;3.0;3.0;;;;;Not available;True;False;False;False;46,4;False
818;Sines, Setúbal;310.000;3.0;2.0;106.0;106.0;2.0;1.0;Not available;True;False;True;True;46,6;False
819;Campo de Ourique, Lisboa;429.000;2.0;2.0;88.0;88.0;;;Not available;True;True;True;True;44,8;False
820;Loulé (São Clemente), Faro;360.000;4.0;3.0;102.0;116.0;;;Not available;True;False;False;False;45,7;True
821;Quarteira, Faro;1.950.000;4.0;4.0;136.0;152.0;2.0;3.0;Energy Performance Certificate;False;False;False;False;45,7;True
822;Machico, Ilha da Madeira;395.000;3.0;3.0;117.0;170.0;2.0;3.0;Energy Performance Certificate;False;False;False;False;48,3;False
823;Centro, Albergaria-a-Velha;Under Consultation;3.0;2.0;103.0;131.0;;;Not available;True;False;False;False;47;False
824;Fernão Magalhães, Porto;170.000;1.0;1.0;67.0;72.0;;;Not available;True;False;True;True;47;True
825;Hospital de São João, Matosinhos;197.500;1.0;1.0;51.0;64.0;1.0;4.0;Energy Performance Certificate;False;False;True;False;47,5;False
826;Glória e Vera Cruz, Aveiro;300.000;2.0;2.0;105.0;106.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;45,5;True
827;Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;Under Consultation;2.0;1.0;85.0;100.0;;;Not available;True;True;True;True;44,8;False
828;Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;Under Consultation;2.0;1.0;85.0;100.0;;;Not available;True;True;True;True;44,8;False
829;Santo António dos Olivais, Coimbra;340.000;2.0;2.0;72.0;86.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;48,3;False
830;Santo António dos Olivais, Coimbra;330.000;2.0;2.0;72.0;86.0;1.0;1.0;Energy Performance Certificate;False;False;False;True;48,3;False
831;Santo António dos Olivais, Coimbra;230.000;1.0;1.0;55.0;66.0;1.0;1.0;Energy Performance Certificate;False;False;False;True;48,3;False
832;Santo António dos Olivais, Coimbra;320.000;2.0;2.0;72.0;86.0;1.0;0.0;Not available;True;False;False;True;48,3;False
833;Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;174.000;3.0;3.0;93.0;111.0;3.0;2.0;Energy Performance Certificate;False;False;False;False;48,5;True
834;Horta das Figueiras, Évora;225.000;2.0;1.0;85.0;85.0;2.0;2.0;Not available;True;False;False;False;46,9;False
835;Bessa Leite, Porto;550.000;1.0;2.0;99.0;143.0;1.0;0.0;Energy Performance Certificate;False;False;True;True;47;True
836;Sátão, Sátão;35.000;3.0;1.0;102.0;122.0;;;Not available;True;False;False;False;52,1;False
837;Bonfim, Porto;299.000;2.0;2.0;85.0;113.0;2.0;3.0;Energy Performance Certificate;False;False;True;True;47;True
